Ident,Lat,Lon,Alt
FMNE,-13.18843050,48.98797900,22
WX07,-4.67066759,140.57202603,1929
8ND0,48.90139555,-99.01679612,485
PAFM,67.10649175,-157.85774850,102
7IL9,41.54392083,-88.99341528,213
GAMB,14.51275700,-4.07955450,276
AMG,-4.59622300,143.52221300,0
LFEF,47.33989912,0.94564162,54
WAPP,-3.71026250,128.08913450,10
LSPM,46.51250000,8.68976350,988
4CO7,39.21776805,-104.68025167,2142
SIPY,-1.98138888,-50.81138889,29
SACO,-31.31349875,-64.20412350,489
AUJ,-4.21594600,142.82331800,49
YABU,-23.33982362,133.17224688,630
KAHC,40.26615150,-120.15263450,1199
SA49,-34.84611111,-62.48166667,110
SA50,-34.81194444,-62.52250000,109
SA51,-34.78277777,-62.45083333,110
FYAI,-21.81780000,15.62080000,1011
EHAL,53.45361164,5.67869328,3
K59,39.57053200,-95.18032350,327
LIBA,41.53955850,15.71387350,56
SA52,-35.50194444,-62.99000000,106
AK80,65.10171888,-151.17748028,152
U01,42.79731700,-112.82518750,1347
SDAI,-22.75578600,-47.26944350,636
KAHH,45.28114850,-92.37539300,332
05WI,42.65112444,-88.74593862,292
46IN,41.38115666,-86.22278139,251
8J2,29.58745972,-82.87123278,20
KAMW,41.99262875,-93.62183325,291
WX08,-3.63249000,140.96112100,670
RJA1,36.02054980,140.27000430,93
LFAY,49.87301950,2.38707500,63
LGKM,40.97277500,24.34141500,62
2TA9,32.66040972,-97.84197806,256
NM90,31.90302500,-109.02547500,1252
FYAM,-23.63600000,19.33830000,1250
VA1L,21.92609050,78.11363900,742
LSPA,47.57402200,9.04815400,416
YAMM,-21.73861405,135.24523557,396
AZ14,32.02472222,-109.95750000,1375
5LS9,31.53166650,-93.70777500,64
EDX3,50.78965400,8.90654100,215
AR56,35.60007916,-91.43346528,73
CYEY,48.56388750,-78.24972200,326
EBAM,50.74011076,3.48570830,15
FMNZ,-13.48481500,48.63273750,15
VCCG,7.33708050,81.62588050,46
YAMJ,-21.65441930,135.23056649,392
LIQS,43.25496500,11.25508600,193
LEAP,42.26028100,3.10611757,9
VIAR,31.70959300,74.79726250,230
NY87,42.96257388,-74.25374306,104
1II4,38.12506833,-86.16219334,203
SN94,37.46668861,-100.00041250,780
OS64,33.91912900,36.86661350,831
SIAP,-31.73444445,-54.09055557,178
NTGA,-17.35260450,-145.50995450,3
YANR,-12.88350470,131.68439799,19
0XS7,29.19180600,-100.27513900,325
SVAN,9.43022500,-64.47090550,220
74S,48.49888900,-122.66250000,73
F68,35.05219300,-98.26430450,392
LTBY,39.80990700,30.51939300,789
AJ4,52.45416600,-125.30222200,1108
PAKP,68.13359900,-151.74334000,641
FMNL,-14.62969350,47.76378500,105
SWAO,1.79972222,-67.38388889,102
SWNS,-16.36233600,-48.92705300,1110
NVVA,-20.24913811,169.77087960,2
LFFI,47.40820300,-1.17756600,34
56TX,30.00938861,-96.75942167,134
39FD,29.72939166,-83.35347084,8
YADO,-25.40766882,135.29136055,169
SPHY,-13.70641000,-73.35037650,3444
ADC,-7.13535150,145.74482000,1067
SA35,-27.62811100,-66.34175000,900
79J,31.30874050,-86.39376350,94
YAMK,-30.43757570,137.13623356,76
FMND,-14.65152750,49.62055600,473
LFCD,44.75515151,-1.06498340,20
PGUA,13.58395200,144.93002575,191
MY49,47.78742750,-93.06045778,399
OH43,39.83339694,-82.73322556,244
5MI4,43.42835833,-85.45475834,275
26LL,42.00947277,-88.71758834,253
SC80,34.66777777,-82.71000000,249
TN37,35.40424611,-89.02228500,119
NA10,48.38055888,-99.03374445,445
NA51,47.40277305,-98.48315334,453
5NA6,48.53332972,-100.31874362,453
2MD0,38.04873416,-75.70354001,2
52MN,48.64303472,-96.80727667,244
S97,48.10500000,-119.72069450,279
0AK1,61.61696166,-149.31472501,141
KAID,40.10855875,-85.61264100,280
KAND,34.49461250,-82.70944325,238
NA65,48.53138083,-97.62814195,271
ID10,46.92433694,-116.95849862,786
ESMP,57.26416800,13.59943900,155
SSAN,-23.02734150,-50.22753200,490
UT71,40.72773750,72.29402200,462
WX09,-0.33333300,111.11666900,73
SDJS,4.72722222,-60.24166667,224
ENAN,69.29335285,16.13774987,13
SDDN,-20.92500700,-51.38201650,380
KAAP,29.72245736,-95.58830514,24
LGAD,37.92070800,21.29258300,17
SVIE,10.79440550,-63.98158900,3
EJ2,53.87097500,-112.35459900,628
IL55,40.16031000,-88.30449667,247
4GA8,31.41545388,-84.71297389,75
KADW,38.81080950,-76.86712225,85
NA95,46.67998944,-100.28705695,532
E11,32.33072217,-102.52893650,967
KRHP,35.19522950,-83.86303750,517
C20,41.95189450,-86.36839650,204
EGSL,51.89500791,0.45003295,87
Y18,46.64774638,-97.13064501,299
I11,39.93089222,-84.01354612,273
S51,41.51198102,-123.99543267,13
TUPA,18.73668500,-64.32577399,3
GMFO,34.78714900,-1.92398500,468
YADN,-25.03246658,132.27483280,525
YANJ,-26.17849525,130.21900389,667
ANG,6.90000000,134.15000000,6
ESUJ,62.56528090,15.83471870,130
MMTG,16.56182100,-93.02608200,454
KAXX,36.42200000,-105.28990450,2554
3WA3,46.64847444,-118.58304306,269
SUAA,-34.78909550,-56.26470250,53
ESTA,56.29149195,12.85497654,21
KLFK,31.23374640,-94.75010563,90
LFJR,47.55982233,-0.31220700,59
WAKJ,-1.38606900,133.87413200,1972
WX10,-4.20052900,139.43276300,1478
SDKA,4.16500000,-59.83500000,56
MU07,38.39474027,-94.31022584,274
YAST,-24.62545672,149.74556186,121
D22,42.66025868,-78.99121750,216
LA67,30.95156777,-91.58483917,14
LFBU,45.72951500,0.21867250,133
SDAG,-22.97533900,-44.30714071,3
TQPF,18.20479850,-63.05385550,39
VT49,44.23005861,-72.79122723,204
2O3,38.58001500,-122.43546800,563
EKAT,56.69875000,11.55583333,7
PANI,61.58159700,-159.54304450,27
FY06,-19.36085000,18.32250000,1289
FY07,-24.43190000,18.10165000,1205
WX11,0.53750000,109.74055500,45
00C,37.20317800,-107.86919450,2037
VYAS,21.95543150,96.40605000,914
Y43,41.44027900,-94.76972250,381
NVVB,-19.23405384,169.60083987,21
ZLAK,32.70754225,108.93097434,262
KIKV,41.69153875,-93.56643050,277
EDCA,53.83239200,13.66945625,5
VYAN,19.76915400,94.02613500,23
KARB,42.22296868,-83.74569772,256
YANK,-28.89862587,136.17141654,95
YAPA,-19.26820758,121.51157759,17
DABB,36.82932575,7.81374650,5
SYAN,-3.95916700,-59.12416840,92
YADE,-21.94336070,148.28393253,260
2XS7,29.45023250,-99.68366389,367
KANP,38.94287750,-76.56840000,10
AU04,-26.86084679,118.18311686,444
LFLP,45.92882025,6.09960125,463
LFLI,46.19176800,6.26847700,493
PANT,55.03953800,-131.57227400,36
YANN,-21.83084009,133.12412453,1770
LS25,30.70462861,-91.06066028,37
EKHE,55.98486525,12.21429894,16
KANB,33.58817000,-85.85811400,187
YANW,-21.19804355,136.45054402,275
KANE,45.14491975,-93.21117196,278
KAFP,35.02063850,-80.07711800,91
EDFA,50.28847200,8.53385620,325
YAND,-21.67139459,140.98745397,250
LTAI,36.89959817,30.79750733,54
FMMA,-19.02900100,47.17181100,1450
1NA2,46.85361777,-102.20877945,741
4V9,42.11234696,-98.03976073,530
WY33,42.81694400,-110.27833300,2277
U92,43.67601305,-113.60168862,1884
NY28,43.07089972,-76.40798973,131
5KS0,37.09446750,-97.96144862,381
39MN,47.03687750,-91.71045389,305
YANL,-18.02098440,135.54120342,223
KANY,37.15844925,-98.07982425,408
LFCG,43.00779600,1.10320200,417
TAPA,17.13673750,-61.79266250,19
RPVS,10.76604350,121.93344050,7
GA59,33.10012583,-84.05852445,244
IA27,40.97779055,-92.58768945,271
3X1,26.46535138,-80.14976667,7
80F,34.19260400,-95.64986000,175
SAVN,-40.75122250,-65.03435550,26
II22,41.10198361,-86.93224223,212
SNYW,-2.10944444,-44.65111111,75
SVCU,10.45033350,-64.13047250,8
TJVQ,18.13481100,-65.49361650,15
SKLC,7.81195600,-76.71642650,14
UKKM,50.60349600,30.19193200,158
KACB,44.98857600,-85.19835550,190
FMNH,-14.99941000,50.32023200,6
FM43,-12.25609150,49.25417100,61
EBAW,51.19065364,4.46377643,12
VCCA,8.30148850,80.42789850,99
PANV,62.64673450,-160.19065850,94
RJSA,40.73327200,140.68859450,202
LIMW,45.73857400,7.36789282,546
7LA9,30.72601722,-91.14927362,43
WX12,3.07343400,115.83445000,499
5MO6,38.09391888,-94.34717223,250
67GA,33.85928250,-83.58766667,224
KAAF,29.72760667,-85.02745317,6
WX13,-3.88179843,139.31084845,945
SSIC,-22.30666667,-54.82444444,428
SSPO,-22.00916667,-54.78972222,355
WX14,-4.08333300,135.53335600,904
YAPO,-38.78525682,143.64324865,0
SLAP,-14.73277760,-68.41222380,1414
SA23,-27.90324300,-55.76551400,177
SYAP,-4.01388880,-58.60472110,92
WX15,-4.06362716,135.55994730,1585
0OH7,40.14333333,-84.17194445,305
IL12,42.45000694,-90.16929278,302
VA31,37.76263416,-76.34633500,5
CCA7,45.46194400,-64.82138904,41
OR61,45.67844555,-123.18622278,75
KAPV,34.57426500,-117.18637700,933
15MO,40.39197444,-92.56546945,304
KAQP,45.22741375,-96.00452850,311
SVCE,9.35030450,-65.28065250,62
LFXI,44.05000000,5.48333300,834
SSAP,-23.60951100,-51.38448450,805
OJAQ,29.61100550,35.01785100,53
LIAQ,41.48555760,13.71888920,110
SNAT,-4.56713900,-37.80003300,39
SBAU,-21.14134050,-50.42461100,415
SNUI,-16.85261250,-42.04511800,360
LL1B,31.22858600,35.19089050,595
LRAR,46.17655150,21.26202250,107
SJVO,-15.89916667,-52.24527778,323
SJAU,-8.83772100,-49.55754150,207
SWGC,-8.85027790,-49.68388750,180
SWAY,-15.72388940,-51.83638760,302
SWGN,-7.22786500,-48.24046550,235
SNAG,-18.66825150,-48.19051700,947
SJGU,-5.68444450,-48.11555550,95
SWAI,-5.60027790,-48.10027690,95
SJYI,4.44388889,-60.84722222,457
OIHR,34.13814750,49.84729200,1658
YAMC,-22.95818901,145.24627829,232
FYAR,-22.46222200,14.98000000,581
FYAN,-24.12915000,19.11420000,1189
KRKP,28.08682033,-97.04446217,7
XS10,28.11694450,-96.80027800,3
1NC6,35.05598222,-80.45006528,163
NGUK,0.18500488,173.63719287,6
37V,40.34157125,-99.90782225,692
SNAL,-9.77535800,-36.62919850,270
SSOG,-23.35285450,-51.49165550,792
SSYA,-24.10387350,-49.78907750,805
YARP,-22.28528042,135.72612201,388
OERR,30.90664450,41.13823450,553
SBAQ,-21.81200000,-48.13301400,711
SDAA,-22.33912100,-47.35926550,685
YARA,-37.31035231,142.99047064,307
SNAB,-7.58675550,-40.53553150,669
SJYJ,3.16083333,-63.78138889,72
SBAX,-19.56324750,-46.96035850,999
LGRX,38.15109300,21.42640075,14
HAAM,6.03938900,37.59046700,1187
LFLK,46.27845700,5.66644900,535
ESQO,59.38658350,15.92405550,10
LFGD,46.92000000,5.76303100,267
CJM6,53.10400400,-103.65055100,361
ESUB,61.51249690,16.37249950,115
LFCH,44.59618663,-1.11194606,16
YACI,-25.21036289,148.66829945,344
5F0,32.53069450,-92.95402900,134
X06,27.19291675,-81.83652750,18
KACV,40.97807700,-124.10863850,67
T39,33.58232500,-98.61866900,325
95G,42.90697638,-84.47220139,242
YARC,-13.43621318,142.92917695,106
YBAF,-27.57050900,153.00584050,19
YAKG,-27.94755286,134.74568674,142
KAOC,43.60353600,-113.33425950,1625
CJA7,49.62552662,-102.48373484,605
SNAE,-8.40787350,-37.08818050,634
9AK4,64.13736111,-145.83038889,308
CJX7,73.00607000,-85.03314300,40
PARC,68.11583775,-145.57458685,635
YATU,-24.03786626,148.40755000,205
OITL,38.32567750,48.42435250,1315
YADU,-31.65323428,150.04094882,526
1M3,34.97786250,-86.88472612,280
YAOR,-21.65014381,139.19421096,291
NZAR,-37.03023433,174.97369367,34
1F0,34.14698850,-97.12265100,257
KADM,34.30319337,-97.01676075,232
YARS,-34.44732061,137.88823071,97
ESNZ,63.19412500,14.50200400,375
TJAB,18.44998600,-66.67530450,7
SIEW,-7.98444444,-61.04694444,85
SWAN,-14.50027778,-57.01722222,405
34OH,41.25699444,-84.64162084,219
ENGK,58.51642000,8.70244950,125
SJDJ,-29.88861111,-57.14000000,64
KRWN,41.09226150,-86.61286000,217
TE02,32.47069472,-97.56030056,300
3AR,40.46018985,-86.83500715,188
YARN,-24.09141618,132.27108364,647
LIQB,43.45527650,11.84722230,248
OE43,21.32355250,41.19826650,1266
YARD,-21.67679970,136.67851875,276
LFAJ,48.71055600,0.00388900,177
LFEG,46.59647600,1.60250000,202
2K8,37.27502055,-97.76005306,380
1C3,43.25424055,-73.47094556,101
AU37,-27.48277482,151.79454348,442
YARG,-16.63503941,128.45060324,159
FYAV,-28.11330000,19.82720000,732
SV74,9.58187100,-72.78800850,50
6OH4,41.35838555,-83.55826417,198
SWRP,-10.25027779,-59.38388889,190
SJOG,-9.88472223,-63.04888889,162
LGKA,40.44638750,21.28110950,661
FB02,-22.60000000,28.28330000,747
YARI,-19.52641648,141.35440485,85
AR93,36.48561444,-90.28038000,94
UA33,50.31872650,66.95238050,386
KBYH,35.96433075,-89.94396435,77
YRKP,-31.67293387,138.63935044,451
YARK,-30.40643645,139.34644585,243
12AR,35.17841650,-92.33543050,96
VOAR,13.07121550,79.69119300,81
F56,32.91156667,-99.73227600,476
KGKY,32.66386942,-97.09427844,191
SD06,44.39441277,-97.12312112,554
1S8,45.71651833,-120.16781973,271
KAWO,48.16040553,-122.15972276,142
KLHC,35.28303874,-89.67276486,95
FA09,29.34080555,-82.26370834,61
MD38,39.60343777,-76.74441862,198
SVAS,6.57726400,-66.81688900,81
YARM,-30.52674862,151.61631488,1084
5OH4,41.72922166,-80.87897834,250
WX16,-2.28896500,139.62455000,8
YAML,-17.95416657,139.76127229,0
CYYW,50.29339675,-88.91346500,322
47TX,26.93394400,-97.76249400,8
SWOA,-16.53944444,-49.39888889,800
EK51,56.01124177,9.01333291,46
EDNB,49.12516400,12.98500250,523
82MN,43.88746055,-93.56827556,362
0KY1,36.76555550,-86.61833300,154
6Z1,60.64387833,-151.30501251,38
BIAE,65.90499880,-22.36374280,6
MO77,36.97505444,-92.54266612,402
YANO,-24.73691735,143.71832280,199
OH11,39.11055555,-82.09222223,283
PA43,40.26675888,-75.88298167,207
KAYX,35.39257650,-86.08581800,325
7OR1,43.41932250,-118.57603501,1262
55G,43.29780277,-82.60659306,238
M31,35.90338350,-89.39727067,89
KLBE,40.27571329,-79.40427870,361
8Q9,36.91439333,-119.78570278,116
I49,37.65562194,-85.15384834,257
CNP3,45.41125000,-76.36699100,109
EDLA,51.48362625,7.89791400,242
CNR9,45.92567500,-79.92794271,227
FYAB,-26.80220000,19.64765000,1006
NGTR,-2.61626037,176.80277589,5
YARY,-26.69329232,141.04655342,102
FMNA,-12.34940000,49.29174750,114
SSTI,-16.45777778,-39.16583333,85
SWRA,-13.02388889,-46.88555556,586
SA53,-34.08333333,-60.03333333,43
SA54,-34.05361111,-60.13694444,37
SA55,-34.22194444,-61.38666666,82
SSAE,-32.22416690,-53.06694410,49
KS86,38.70418027,-101.42127389,1045
TE26,28.78359150,-98.35000050,84
02K,38.69657395,-90.52000104,137
91F,35.15635000,-95.62125150,259
79R,28.11556583,-97.93083389,50
KAZU,35.27509166,-94.22520945,239
IN11,41.29282250,-86.07110973,251
2VA6,37.62375166,-76.60106501,26
93WI,43.25361583,-88.20953750,299
SA56,-31.41666667,-63.16666667,148
MDAB,19.19858650,-69.42977250,17
SSYN,-20.08138889,-56.66777778,130
WT80,-3.69425541,138.93735977,853
3NY9,42.36257305,-76.42466028,320
WAJA,-2.93333300,140.78334000,63
CAJ3,49.03694450,-116.49833450,631
KATS,32.85255825,-104.46766900,1079
II37,39.74643222,-85.77470028,276
ND03,47.11108777,-97.20730945,297
X21,28.62243875,-80.83563875,9
MN50,48.37024527,-95.80694917,351
38V,41.56255096,-101.71222643,1111
KCIN,42.04620950,-94.78917800,367
MYCA,24.62941650,-75.67376400,5
SCEL,-33.38977500,-70.79436597,472
SVVA,10.14973350,-67.92840000,432
YB2,-27.43188300,152.39460500,89
WA1B,-6.57342250,134.14706000,50
HUAR,3.04883293,30.91181857,0
SWNH,-14.93250550,-51.04810550,250
YADD,-31.81408908,125.91855081,122
HTAR,-3.36723600,36.62558300,1387
NTGU,-15.24830400,-146.61670300,3
CYEK,61.09416700,-94.07083350,10
ESNX,65.59162250,19.27746550,379
ESKV,59.67585550,12.63944050,72
0MO3,38.44029416,-94.59328806,305
OMAR,24.78052750,52.55994450,5
HE39,30.79519567,32.04456667,5
HE19,31.45730700,25.28369850,26
OS60,32.70520075,36.41288725,750
SIGN,-15.57138889,-53.23361111,483
RJEC,43.67071650,142.44758147,220
OIBI,27.48142500,52.61548300,5
SJPR,-25.54944444,-49.64305556,886
NSAU,-13.50517263,-172.62790372,12
SLAS,-15.71916680,-63.09194560,246
FHAW,-7.96959006,-14.39369900,85
EDFC,49.93880080,9.06249330,125
EDCQ,51.76699121,11.49868188,160
LSZD,46.15772150,8.78205500,200
EGLT,51.42054755,-0.65911584,67
ESUS,64.15917210,17.27444460,308
NZAS,-43.90329275,171.80070500,91
YADH,-23.40564520,117.08289232,236
YAHD,-23.37992077,117.02557504,236
II26,40.70392777,-87.18779584,229
EGCR,53.16423917,-2.57289177,46
KGEV,36.43244600,-81.41970100,969
KHBI,35.65452800,-79.89473750,205
WI61,43.34889194,-87.99425723,262
KAVL,35.43618163,-82.54181152,660
YASF,-29.31714789,151.05641445,0
7TX9,33.35873222,-94.43769973,93
UTAA,37.98286683,58.36311250,211
RJFA,33.88269050,130.65414600,30
UT1G,38.01197900,58.19502350,280
ME53,46.60004166,-68.39448501,232
3G4,40.90298050,-82.25564050,368
MD21,39.09372500,-76.11688889,6
26A,33.28750000,-85.80402800,325
S03,42.19028500,-122.66062900,575
KDWU,38.55454686,-82.73804337,166
3PN1,41.62202472,-75.59629778,461
OK12,35.65010222,-95.85749084,223
KASY,46.02495075,-99.35126000,619
KHZY,41.77797200,-80.69550650,282
LIDA,45.88652825,11.51687500,1039
HHAS,15.29144300,38.91027000,2335
WX17,-5.49398795,138.08323416,5
HASO,10.01854900,34.58625300,1561
CO03,39.25998527,-106.91226445,2573
KASE,39.22316400,-106.86884700,2384
0WA5,46.89176861,-122.38067167,229
LFNJ,44.51731267,5.73768800,822
VT11,44.06866666,-73.37344445,40
HHSB,13.07178350,42.64500550,14
CJN4,49.73319616,-105.94498729,722
SNAX,-22.63856550,-50.45591400,564
SWEJ,-10.18277778,-48.54583333,301
FSAS,-9.74222500,46.50683600,3
SWAK,1.06638889,-67.60055556,150
UACC,51.02218050,71.46706250,355
KAST,46.15789400,-123.87872350,5
ENRK,59.39757550,11.34679800,116
URWA,46.28073200,48.00618575,-20
SSGI,-30.06027778,-51.43750000,10
LEAS,43.56349648,-6.03467033,127
LGPL,36.57988500,26.37582200,50
HESN,23.96435550,32.81997500,202
HEAT,27.04650800,31.01198200,235
SCAK,-36.90636037,-71.59895877,720
SEIB,0.33841950,-78.13642250,2226
SPAY,-10.72911700,-73.76650250,229
WRKA,-9.07460098,124.90521617,314
OYAT,14.55118350,46.82629050,1138
GQPA,20.50682900,-13.04319450,231
SDPC,-22.15277778,-51.02861111,483
CYWM,54.74319450,-113.20375000,601
CO07,39.85415388,-105.47138445,2713
EIMH,53.63777700,-6.87861100,70
6G0,43.02914350,-83.52968200,238
1C4,42.28397527,-73.84512723,44
KAHN,33.94849225,-83.32582075,246
LGAV,37.93635750,23.94447000,94
F44,32.16386000,-95.82835700,135
YATN,-17.25639994,145.51148893,747
SDTB,-23.12777777,-46.57472222,790
CYIB,48.77401650,-91.63871150,429
MMJC,19.57481100,-99.28884900,2475
PAAK,52.22034900,-174.20635000,17
ABP,-6.06483100,141.09259000,28
WI43,42.94888722,-89.82527778,332
KPTS,37.44800533,-94.73147517,290
55H,43.81351083,-115.13508167,1676
Y93,44.99990000,-84.13342025,267
KFFC,33.35724640,-84.57183070,246
42VA,36.67820666,-76.03298584,5
KACY,39.45750000,-74.57771725,23
12NC,34.87587633,-76.34998833,6
KAIO,41.40762925,-95.04771450,360
YATY,-28.22490800,119.01848550,481
CYSQ,59.58329000,-133.66671800,716
08AK,60.86674555,-162.27313889,5
0R1,31.01621500,-87.44674600,87
EN02,61.72580383,10.85156455,357
KAQR,34.39833900,-96.14806150,180
PATQ,70.46711644,-157.43566169,29
RJTA,35.45461650,139.45015450,62
11II,39.34171650,-86.03054700,216
YATL,-23.28000100,136.34584000,293
OI56,40.53228611,-81.23816195,338
KADT,39.83955317,-101.04187033,912
UATG,47.12193900,51.82130700,-22
FY08,-22.73330000,16.13330000,1585
SWBV,4.00341950,-64.49388050,757
FY09,-25.88330000,16.93335000,1286
LFHO,44.54423450,4.37219150,281
4OR6,45.44984277,-122.25425584,155
LFEH,47.48077650,2.39473100,192
13OR,43.74068100,-122.42643000,512
27OI,41.41033083,-81.28427195,366
YAUB,-25.94445765,150.61064456,297
WA84,47.28065611,-122.14956139,127
KLEW,44.04846525,-70.28325000,88
S50,47.32768500,-122.22665450,19
KAUN,38.95475000,-121.08166700,468
KAUO,32.61545625,-85.43367000,237
LFDH,43.68370150,0.59977750,125
NZAA,-37.01079400,174.78733100,7
SC1B,-31.57780800,-71.11082800,433
EG02,52.00751705,0.22409954,86
KADU,41.70131500,-94.92036700,392
YAUA,-25.75172690,146.58750263,408
EDMA,48.42424500,10.93427725,462
01I,40.16256277,-82.78184112,335
YAUG,-34.32864953,115.15695882,33
3U5,47.46328027,-112.38002306,1263
3AU,37.67163200,-97.07786250,405
KAGS,33.36967625,-81.96389525,44
KAUG,44.32027075,-69.79645350,107
SBNT,-5.91174683,-35.24770933,52
MP20,7.85737500,-80.27608900,21
YAGD,-18.50814123,139.88251752,27
AGGA,-8.70264892,160.68174455,2
FY0A,-24.83215000,18.76855000,1067
VAAU,19.86272650,75.39811250,582
SB04,-19.28741950,-46.51173900,1128
SIAY,-20.74194444,-50.53166667,389
LFLW,44.89141650,2.42219500,639
WX18,-2.18208100,138.43439100,91
WA0A,-3.46537389,140.30134191,308
FY0B,-21.93110000,17.74945000,1524
KARR,41.77206583,-88.47522817,217
KAUH,40.89412925,-97.99452895,550
KUAO,45.24712859,-122.77003752,61
YAUR,-13.35375338,141.71974513,6
FYAS,-26.66820000,16.29300000,1439
FY0C,-27.43500000,16.56475000,967
8ND5,46.76386333,-97.40537084,311
FYAK,-28.45860000,17.46450000,300
4OK8,34.90315416,-95.35886251,206
9U3,39.46722450,-117.19572775,1747
50IN,39.21809611,-87.36807389,175
KAUS,30.19412100,-97.66824375,165
KEDC,30.39655730,-97.56642838,232
TN66,35.74451277,-85.04717723,305
09C,42.16254416,-85.54583278,265
KAUM,43.66263350,-92.93293100,376
KGRB,44.48675933,-88.12923000,212
TS50,29.41745444,-94.99825917,5
YAUS,-20.49295259,137.76623588,205
FY0D,-23.01555000,17.68335000,1463
YAUT,-23.14923503,145.20146800,237
MM63,19.74529600,-104.33651250,884
LFQF,46.96798075,4.26080200,304
YAUV,-15.69025588,130.00883105,22
LFLA,47.85036100,3.49715300,159
KAOV,36.97189850,-92.68194450,400
LFGE,47.50136800,3.90194200,251
YMAV,-38.04084425,144.46713228,11
YAVE,-38.03190960,144.49302351,10
FMNC,-16.16390150,49.77375450,3
SDRR,-23.09252250,-48.98737050,810
EK55,55.61924698,12.44330451,1
LPAV,40.65417250,-8.74355150,8
SA57,-29.10000000,-59.66666667,45
CA69,36.00412250,-120.14236084,241
KSWW,32.46666050,-100.46699517,725
EBAV,50.70716579,5.06938833,120
3D5,41.37616305,-83.69604612,207
7A8,35.94534150,-81.99622750,838
ESVA,60.18027500,16.12277600,98
69S,48.99990416,-118.22528945,504
P20,34.15063450,-114.27123050,138
3VA2,38.62428777,-77.78610417,133
SAZY,-40.07538350,-71.13729450,783
SILB,-15.00333332,-55.50111111,380
LIPA,46.03111100,12.59638900,125
TS95,29.48635277,-95.93078778,30
SC87,33.44277777,-80.45555556,42
LE01,41.36742397,1.76687988,256
EKAV,55.08581335,11.75729271,1
YTAV,-41.81144050,147.74047724,221
YAVD,-20.03709166,137.52063809,242
KAVO,27.59161275,-81.52890200,48
YAVN,-36.00710957,146.73710323,0
YAVM,-36.56773230,144.58435276,137
LFOA,47.05573750,2.63180650,177
SJPQ,-16.31972221,-47.22527779,977
VIAW,33.87662750,74.97567950,1644
